image_path,mask_path
../data/train/image/20210616103755_pid2625_PQsaua.jpg,../data/train/mask/20210616103755_pid2625_PQsaua.png
../data/train/image/20210616125357_pid2625_zy57Tm.jpg,../data/train/mask/20210616125357_pid2625_zy57Tm.png
../data/train/image/20210616152248_pid2625_fDD6TJ.jpg,../data/train/mask/20210616152248_pid2625_fDD6TJ.png
../data/train/image/20210616155459_pid2625_eUYYRK.jpg,../data/train/mask/20210616155459_pid2625_eUYYRK.png
../data/train/image/20210617160022_pid2625_Py4b2q.jpg,../data/train/mask/20210617160022_pid2625_Py4b2q.png
../data/train/image/20210617160041_pid2625_boiUum.jpg,../data/train/mask/20210617160041_pid2625_boiUum.png
../data/train/image/20210617181446_pid2625_SYARK9.jpg,../data/train/mask/20210617181446_pid2625_SYARK9.png
../data/train/image/20210617181543_pid2625_AGfGUi.jpg,../data/train/mask/20210617181543_pid2625_AGfGUi.png
../data/train/image/20210617191012_pid2625_pfiQit.jpg,../data/train/mask/20210617191012_pid2625_pfiQit.png
../data/train/image/20210618112541_pid2625_dUZeVH.jpg,../data/train/mask/20210618112541_pid2625_dUZeVH.png
../data/train/image/20210618114130_pid2625_mf2n9W.jpg,../data/train/mask/20210618114130_pid2625_mf2n9W.png
../data/train/image/20210618122426_pid2625_Pnrapc.jpg,../data/train/mask/20210618122426_pid2625_Pnrapc.png
../data/train/image/20210618122833_pid2625_pESnW9.jpg,../data/train/mask/20210618122833_pid2625_pESnW9.png
../data/train/image/20210618134628_pid2625_z2XIEG.jpg,../data/train/mask/20210618134628_pid2625_z2XIEG.png
../data/train/image/20210618134644_pid2625_b7Ix9I.jpg,../data/train/mask/20210618134644_pid2625_b7Ix9I.png
../data/train/image/20210618135430_pid2625_DzPG8U.jpg,../data/train/mask/20210618135430_pid2625_DzPG8U.png
../data/train/image/20210618135559_pid2625_SZCJ2W.jpg,../data/train/mask/20210618135559_pid2625_SZCJ2W.png
../data/train/image/20210618142648_pid2625_UhPpBN.jpg,../data/train/mask/20210618142648_pid2625_UhPpBN.png
../data/train/image/20210618180232_pid2625_gxcWRq.jpg,../data/train/mask/20210618180232_pid2625_gxcWRq.png
../data/train/image/20210621122542_pid2625_MEQiB6.jpg,../data/train/mask/20210621122542_pid2625_MEQiB6.png
../data/train/image/20210621122610_pid2625_XbTvNG.jpg,../data/train/mask/20210621122610_pid2625_XbTvNG.png
../data/train/image/20210621124254_pid2625_oSDNgm.jpg,../data/train/mask/20210621124254_pid2625_oSDNgm.png
../data/train/image/20210621124306_pid2625_8sSPpF.jpg,../data/train/mask/20210621124306_pid2625_8sSPpF.png
../data/train/image/20210621132203_pid2625_gtA55E.jpg,../data/train/mask/20210621132203_pid2625_gtA55E.png
../data/train/image/20210621155238_pid2625_IaSbPb.jpg,../data/train/mask/20210621155238_pid2625_IaSbPb.png
../data/train/image/20210621155328_pid2625_I8ogrz.jpg,../data/train/mask/20210621155328_pid2625_I8ogrz.png
../data/train/image/20210622124252_pid2625_G3IJjh.jpg,../data/train/mask/20210622124252_pid2625_G3IJjh.png
../data/train/image/20210622131827_pid2625_ZKbTJn.jpg,../data/train/mask/20210622131827_pid2625_ZKbTJn.png
../data/train/image/20210622133150_pid2625_SGBexz.jpg,../data/train/mask/20210622133150_pid2625_SGBexz.png
../data/train/image/20210622134547_pid2625_NsWz4X.jpg,../data/train/mask/20210622134547_pid2625_NsWz4X.png
../data/train/image/20210622141057_pid2625_TbwZcE.jpg,../data/train/mask/20210622141057_pid2625_TbwZcE.png
../data/train/image/20210622161414_pid2625_Ws6Qtp.jpg,../data/train/mask/20210622161414_pid2625_Ws6Qtp.png
../data/train/image/20210622173454_pid2625_tLvnwx.jpg,../data/train/mask/20210622173454_pid2625_tLvnwx.png
../data/train/image/20210623135544_pid2625_fz8Xkc.jpg,../data/train/mask/20210623135544_pid2625_fz8Xkc.png
../data/train/image/20210623150331_pid2625_6zWD7R.jpg,../data/train/mask/20210623150331_pid2625_6zWD7R.png
../data/train/image/20210623150405_pid2625_FyGj3s.jpg,../data/train/mask/20210623150405_pid2625_FyGj3s.png
../data/train/image/20210623155549_pid2625_aGJDuw.jpg,../data/train/mask/20210623155549_pid2625_aGJDuw.png
../data/train/image/20210623172600_pid2625_aF2Nvs.jpg,../data/train/mask/20210623172600_pid2625_aF2Nvs.png
../data/train/image/20210624111433_pid2625_9NcfHR.jpg,../data/train/mask/20210624111433_pid2625_9NcfHR.png
../data/train/image/20210624112647_pid2625_jnpYDI.jpg,../data/train/mask/20210624112647_pid2625_jnpYDI.png
../data/train/image/20210624112806_pid2625_sVQMaN.jpg,../data/train/mask/20210624112806_pid2625_sVQMaN.png
../data/train/image/20210624112824_pid2625_kVcW7o.jpg,../data/train/mask/20210624112824_pid2625_kVcW7o.png
../data/train/image/20210624113041_pid2625_2MirIX.jpg,../data/train/mask/20210624113041_pid2625_2MirIX.png
../data/train/image/20210624114348_pid2625_YnAC9T.jpg,../data/train/mask/20210624114348_pid2625_YnAC9T.png
../data/train/image/20210624130101_pid2625_FIzkp4.jpg,../data/train/mask/20210624130101_pid2625_FIzkp4.png
../data/train/image/20210624133730_pid2625_3Udw7V.jpg,../data/train/mask/20210624133730_pid2625_3Udw7V.png
../data/train/image/20210624133756_pid2625_6IQzXP.jpg,../data/train/mask/20210624133756_pid2625_6IQzXP.png
../data/train/image/20210624135325_pid2625_bViiAA.jpg,../data/train/mask/20210624135325_pid2625_bViiAA.png
../data/train/image/20210624154038_pid2625_oGaMQF.jpg,../data/train/mask/20210624154038_pid2625_oGaMQF.png
../data/train/image/20210624160035_pid2625_z7yW8Z.jpg,../data/train/mask/20210624160035_pid2625_z7yW8Z.png
../data/train/image/20210624163431_pid2625_EZttPD.jpg,../data/train/mask/20210624163431_pid2625_EZttPD.png
../data/train/image/20210625134158_pid2625_vkC9GV.jpg,../data/train/mask/20210625134158_pid2625_vkC9GV.png
../data/train/image/20210625134749_pid2625_bA2wfK.jpg,../data/train/mask/20210625134749_pid2625_bA2wfK.png
../data/train/image/20210625140500_pid2625_QrP2W6.jpg,../data/train/mask/20210625140500_pid2625_QrP2W6.png
../data/train/image/20210625140537_pid2625_7cPT8y.jpg,../data/train/mask/20210625140537_pid2625_7cPT8y.png
../data/train/image/20210625144606_pid2625_z7FUtJ.jpg,../data/train/mask/20210625144606_pid2625_z7FUtJ.png
../data/train/image/20210625161508_pid2625_Y3nVB4.jpg,../data/train/mask/20210625161508_pid2625_Y3nVB4.png
../data/train/image/20210625162854_pid2625_LoWCpc.jpg,../data/train/mask/20210625162854_pid2625_LoWCpc.png
../data/train/image/20210625162916_pid2625_WuVgug.jpg,../data/train/mask/20210625162916_pid2625_WuVgug.png
../data/train/image/20210625163039_pid2625_YN7Nu5.jpg,../data/train/mask/20210625163039_pid2625_YN7Nu5.png
../data/train/image/20210625163702_pid2625_bDQVaX.jpg,../data/train/mask/20210625163702_pid2625_bDQVaX.png
../data/train/image/20210625192923_pid2625_KojTu6.jpg,../data/train/mask/20210625192923_pid2625_KojTu6.png
../data/train/image/20210625192941_pid2625_5Q2KC6.jpg,../data/train/mask/20210625192941_pid2625_5Q2KC6.png
../data/train/image/20210625200212_pid2625_TjLbo2.jpg,../data/train/mask/20210625200212_pid2625_TjLbo2.png
../data/train/image/20210628172416_pid2625_f9eyXV.jpg,../data/train/mask/20210628172416_pid2625_f9eyXV.png
../data/train/image/20210628174514_pid2625_CqR2k2.jpg,../data/train/mask/20210628174514_pid2625_CqR2k2.png
../data/train/image/20210629122119_pid2625_QNqvrg.jpg,../data/train/mask/20210629122119_pid2625_QNqvrg.png
../data/train/image/20210629123757_pid2625_Wku9vz.jpg,../data/train/mask/20210629123757_pid2625_Wku9vz.png
../data/train/image/20210629123853_pid2625_tBnRpI.jpg,../data/train/mask/20210629123853_pid2625_tBnRpI.png
../data/train/image/20210629170151_pid2625_YNUW7c.jpg,../data/train/mask/20210629170151_pid2625_YNUW7c.png
../data/train/image/20210629180851_pid2625_gt8IJA.jpg,../data/train/mask/20210629180851_pid2625_gt8IJA.png
../data/train/image/20210630130020_pid2625_e6DgSr.jpg,../data/train/mask/20210630130020_pid2625_e6DgSr.png
../data/train/image/20210630131047_pid2625_nPNbYM.jpg,../data/train/mask/20210630131047_pid2625_nPNbYM.png
../data/train/image/20210630141742_pid2625_Mk8DDY.jpg,../data/train/mask/20210630141742_pid2625_Mk8DDY.png
../data/train/image/20210701124729_pid2625_SNUWFo.jpg,../data/train/mask/20210701124729_pid2625_SNUWFo.png
../data/train/image/20210701124802_pid2625_9niBUk.jpg,../data/train/mask/20210701124802_pid2625_9niBUk.png
../data/train/image/20210701130718_pid2625_ciPRxC.jpg,../data/train/mask/20210701130718_pid2625_ciPRxC.png
../data/train/image/20210701130744_pid2625_9BwJNu.jpg,../data/train/mask/20210701130744_pid2625_9BwJNu.png
../data/train/image/20210701130825_pid2625_SedTum.jpg,../data/train/mask/20210701130825_pid2625_SedTum.png
../data/train/image/20210701135425_pid2625_gIogZd.jpg,../data/train/mask/20210701135425_pid2625_gIogZd.png
../data/train/image/20210701154145_pid2625_KRzHx6.jpg,../data/train/mask/20210701154145_pid2625_KRzHx6.png
../data/train/image/20210701154215_pid2625_22N9xu.jpg,../data/train/mask/20210701154215_pid2625_22N9xu.png
../data/train/image/20210701155628_pid2625_YvRitF.jpg,../data/train/mask/20210701155628_pid2625_YvRitF.png
../data/train/image/20210702112249_pid2625_GNEKsC.jpg,../data/train/mask/20210702112249_pid2625_GNEKsC.png
../data/train/image/20210702112322_pid2625_IPc5M2.jpg,../data/train/mask/20210702112322_pid2625_IPc5M2.png
../data/train/image/20210702114835_pid2625_6G9YsT.jpg,../data/train/mask/20210702114835_pid2625_6G9YsT.png
../data/train/image/20210702114915_pid2625_DJmf66.jpg,../data/train/mask/20210702114915_pid2625_DJmf66.png
../data/train/image/20210702115956_pid2625_R4hgts.jpg,../data/train/mask/20210702115956_pid2625_R4hgts.png
../data/train/image/20210702120115_pid2625_IWvebb.jpg,../data/train/mask/20210702120115_pid2625_IWvebb.png
../data/train/image/20210702122801_pid2625_2M3Rhj.jpg,../data/train/mask/20210702122801_pid2625_2M3Rhj.png
../data/train/image/20210702123008_pid2625_dLMCfv.jpg,../data/train/mask/20210702123008_pid2625_dLMCfv.png
../data/train/image/20210702125132_pid2625_Dfng5m.jpg,../data/train/mask/20210702125132_pid2625_Dfng5m.png
../data/train/image/20210702125140_pid2625_bcSESj.jpg,../data/train/mask/20210702125140_pid2625_bcSESj.png
../data/train/image/20210702125150_pid2625_itqjfy.jpg,../data/train/mask/20210702125150_pid2625_itqjfy.png
../data/train/image/20210702125935_pid2625_4domQH.jpg,../data/train/mask/20210702125935_pid2625_4domQH.png
../data/train/image/20210702131319_pid2625_3rtUqK.jpg,../data/train/mask/20210702131319_pid2625_3rtUqK.png
../data/train/image/20210702134137_pid2625_cMjGFk.jpg,../data/train/mask/20210702134137_pid2625_cMjGFk.png
../data/train/image/20210702134145_pid2625_RkMkZ4.jpg,../data/train/mask/20210702134145_pid2625_RkMkZ4.png
../data/train/image/20210702140321_pid2625_B6KGA3.jpg,../data/train/mask/20210702140321_pid2625_B6KGA3.png
../data/train/image/20210702140350_pid2625_nIbWbV.jpg,../data/train/mask/20210702140350_pid2625_nIbWbV.png
../data/train/image/20210702140417_pid2625_pLrEsB.jpg,../data/train/mask/20210702140417_pid2625_pLrEsB.png
../data/train/image/20210702141846_pid2625_MbFRqr.jpg,../data/train/mask/20210702141846_pid2625_MbFRqr.png
../data/train/image/20210702141918_pid2625_UG8UnW.jpg,../data/train/mask/20210702141918_pid2625_UG8UnW.png
../data/train/image/20210702144314_pid2625_pFyrDM.jpg,../data/train/mask/20210702144314_pid2625_pFyrDM.png
../data/train/image/20210706122250_pid2625_3FpF5f.jpg,../data/train/mask/20210706122250_pid2625_3FpF5f.png
../data/train/image/20210706123501_pid2625_FQzkcx.jpg,../data/train/mask/20210706123501_pid2625_FQzkcx.png
../data/train/image/20210706124717_pid2625_hmkaCp.jpg,../data/train/mask/20210706124717_pid2625_hmkaCp.png
../data/train/image/20210706124723_pid2625_6mboVT.jpg,../data/train/mask/20210706124723_pid2625_6mboVT.png
../data/train/image/20210706130146_pid2625_6NrQ85.jpg,../data/train/mask/20210706130146_pid2625_6NrQ85.png
../data/train/image/20210706131209_pid2625_PNBShX.jpg,../data/train/mask/20210706131209_pid2625_PNBShX.png
../data/train/image/20210706131242_pid2625_ZDmou7.jpg,../data/train/mask/20210706131242_pid2625_ZDmou7.png
../data/train/image/20210706131320_pid2625_mdrnFJ.jpg,../data/train/mask/20210706131320_pid2625_mdrnFJ.png
../data/train/image/20210706133014_pid2625_VE5Z5A.jpg,../data/train/mask/20210706133014_pid2625_VE5Z5A.png
../data/train/image/20210706133028_pid2625_72w9J7.jpg,../data/train/mask/20210706133028_pid2625_72w9J7.png
../data/train/image/20210706133112_pid2625_dscU9M.jpg,../data/train/mask/20210706133112_pid2625_dscU9M.png
../data/train/image/20210706135103_pid2625_Hfkzur.jpg,../data/train/mask/20210706135103_pid2625_Hfkzur.png
../data/train/image/20210706135124_pid2625_WNGQrb.jpg,../data/train/mask/20210706135124_pid2625_WNGQrb.png
../data/train/image/20210706154831_pid2625_U5BjkH.jpg,../data/train/mask/20210706154831_pid2625_U5BjkH.png
../data/train/image/20210706154950_pid2625_ndVPLQ.jpg,../data/train/mask/20210706154950_pid2625_ndVPLQ.png
../data/train/image/20210706155147_pid2625_sLudwg.jpg,../data/train/mask/20210706155147_pid2625_sLudwg.png
../data/train/image/20210706155815_pid2625_JgejEw.jpg,../data/train/mask/20210706155815_pid2625_JgejEw.png
../data/train/image/20210706162836_pid2625_C6iE7H.jpg,../data/train/mask/20210706162836_pid2625_C6iE7H.png
../data/train/image/20210706162952_pid2625_zNabME.jpg,../data/train/mask/20210706162952_pid2625_zNabME.png
../data/train/image/20210706163127_pid2625_HQPTfi.jpg,../data/train/mask/20210706163127_pid2625_HQPTfi.png
../data/train/image/20210706170612_pid2625_AhCAda.jpg,../data/train/mask/20210706170612_pid2625_AhCAda.png
../data/train/image/20210706172624_pid2625_dmpZwS.jpg,../data/train/mask/20210706172624_pid2625_dmpZwS.png
../data/train/image/20210708112633_pid2625_LCntWK.jpg,../data/train/mask/20210708112633_pid2625_LCntWK.png
../data/train/image/20210708113802_pid2625_rTNoVN.jpg,../data/train/mask/20210708113802_pid2625_rTNoVN.png
../data/train/image/20210708113841_pid2625_SLNx8A.jpg,../data/train/mask/20210708113841_pid2625_SLNx8A.png
../data/train/image/20210708120741_pid2625_XqfKzu.jpg,../data/train/mask/20210708120741_pid2625_XqfKzu.png
../data/train/image/20210708120748_pid2625_ED2RSb.jpg,../data/train/mask/20210708120748_pid2625_ED2RSb.png
../data/train/image/20210708121429_pid2625_bo5VN8.jpg,../data/train/mask/20210708121429_pid2625_bo5VN8.png
../data/train/image/20210708122518_pid2625_xVTKgI.jpg,../data/train/mask/20210708122518_pid2625_xVTKgI.png
../data/train/image/20210708130917_pid2625_4SpiIZ.jpg,../data/train/mask/20210708130917_pid2625_4SpiIZ.png
../data/train/image/20210708142628_pid2625_f5VTjW.jpg,../data/train/mask/20210708142628_pid2625_f5VTjW.png
../data/train/image/20210708142720_pid2625_KbfKyo.jpg,../data/train/mask/20210708142720_pid2625_KbfKyo.png
../data/train/image/20210708145136_pid2625_BHkL9J.jpg,../data/train/mask/20210708145136_pid2625_BHkL9J.png
../data/train/image/20210708145202_pid2625_PTJB3T.jpg,../data/train/mask/20210708145202_pid2625_PTJB3T.png
../data/train/image/20210708145235_pid2625_tA4peG.jpg,../data/train/mask/20210708145235_pid2625_tA4peG.png
../data/train/image/20210709165622_pid2625_29wnrq.jpg,../data/train/mask/20210709165622_pid2625_29wnrq.png
../data/train/image/20210709172736_pid2625_pB6qyJ.jpg,../data/train/mask/20210709172736_pid2625_pB6qyJ.png
../data/train/image/20210712124034_pid2625_g9R3Uw.jpg,../data/train/mask/20210712124034_pid2625_g9R3Uw.png
../data/train/image/20210712124111_pid2625_b3IJxW.jpg,../data/train/mask/20210712124111_pid2625_b3IJxW.png
../data/train/image/20210712125459_pid2625_ULGznx.jpg,../data/train/mask/20210712125459_pid2625_ULGznx.png
../data/train/image/20210712125511_pid2625_noE2CF.jpg,../data/train/mask/20210712125511_pid2625_noE2CF.png
../data/train/image/20210712130939_pid2625_EnWomQ.jpg,../data/train/mask/20210712130939_pid2625_EnWomQ.png
../data/train/image/20210712131009_pid2625_oejnhE.jpg,../data/train/mask/20210712131009_pid2625_oejnhE.png
../data/train/image/20210712133715_pid2625_SaH6Cx.jpg,../data/train/mask/20210712133715_pid2625_SaH6Cx.png
../data/train/image/20210712133751_pid2625_EuEIcs.jpg,../data/train/mask/20210712133751_pid2625_EuEIcs.png
../data/train/image/20210712133833_pid2625_rdD9hu.jpg,../data/train/mask/20210712133833_pid2625_rdD9hu.png
../data/train/image/20210712134834_pid2625_XoqBZZ.jpg,../data/train/mask/20210712134834_pid2625_XoqBZZ.png
../data/train/image/20210712144605_pid2625_w8G3ZC.jpg,../data/train/mask/20210712144605_pid2625_w8G3ZC.png
../data/train/image/20210712150352_pid2625_aJxsT6.jpg,../data/train/mask/20210712150352_pid2625_aJxsT6.png
../data/train/image/20210712151458_pid2625_MDjDwU.jpg,../data/train/mask/20210712151458_pid2625_MDjDwU.png
../data/train/image/20210712151514_pid2625_GTNDUc.jpg,../data/train/mask/20210712151514_pid2625_GTNDUc.png
../data/train/image/20210712151521_pid2625_n4DIcK.jpg,../data/train/mask/20210712151521_pid2625_n4DIcK.png
../data/train/image/20210712163532_pid2625_B7HnYs.jpg,../data/train/mask/20210712163532_pid2625_B7HnYs.png
../data/train/image/20210712165346_pid2625_tBoYTk.jpg,../data/train/mask/20210712165346_pid2625_tBoYTk.png
../data/train/image/20210712170740_pid2625_VagH5f.jpg,../data/train/mask/20210712170740_pid2625_VagH5f.png
../data/train/image/20210713162655_pid2625_NghnIC.jpg,../data/train/mask/20210713162655_pid2625_NghnIC.png
../data/train/image/20210713164029_pid2625_cGTPxh.jpg,../data/train/mask/20210713164029_pid2625_cGTPxh.png
../data/train/image/20210713164707_pid2625_4x6Psy.jpg,../data/train/mask/20210713164707_pid2625_4x6Psy.png
../data/train/image/20210713164901_pid2625_xgz2cb.jpg,../data/train/mask/20210713164901_pid2625_xgz2cb.png
../data/train/image/20210713171506_pid2625_BnvYZs.jpg,../data/train/mask/20210713171506_pid2625_BnvYZs.png
../data/train/image/20210713171557_pid2625_4QfhRX.jpg,../data/train/mask/20210713171557_pid2625_4QfhRX.png
../data/train/image/20210713171612_pid2625_sLSj3q.jpg,../data/train/mask/20210713171612_pid2625_sLSj3q.png
../data/train/image/20210713173806_pid2625_Y7xPD8.jpg,../data/train/mask/20210713173806_pid2625_Y7xPD8.png
